entrez_id	tissue_group	group_mean	group_variance	log2_variance	mean_bin
54433	normal	8.25564691482353	0.113773105477822	-3.13576853178941	28
54434	normal	6.20491099741177	0.055438459331596	-4.17296902511257	23
54435	normal	2.48586721758824	0.00833341871528844	-6.90687581406946	9
54436	normal	3.49127950058824	0.0436507324936937	-4.51785032615706	15
54437	normal	2.82383264217647	0.0376396176227758	-4.7316042178328	12
54438	normal	2.540762565	0.293724122759346	-1.76746633975863	10
54439	normal	7.15987766405882	0.55417030468064	-0.851598689080279	25
5444	normal	2.34988938617647	0.022072181633656	-5.50162695587519	5
54440	normal	5.21786476082353	1.40980591221388	0.495496560666568	20
54442	normal	4.76679467494118	0.387627008360562	-1.36725899918506	18
54443	normal	2.39168940635294	0.0210509061225002	-5.56997385528106	7
5445	normal	9.23199596594118	2.06232283382875	1.04427018833541	29
54453	normal	8.97245393564706	1.37369648503094	0.458063279329701	29
54454	normal	4.36094916047059	0.342205695240918	-1.54706432445964	17
54455	normal	6.16940376658824	0.0796529261363404	-3.65012882808886	22
54456	normal	2.355382215	0.022756347033765	-5.45758720239571	5
54457	normal	2.31713578476471	0.000317869581042494	-11.6192774171123	2
54458	normal	7.33099008417647	0.168699347496431	-2.56747370137738	26
5446	normal	3.03813148758824	1.71511896890127	0.77830865213628	13
54460	normal	10.3491860272941	0.0767747149941204	-3.70322493818845	30
54461	normal	6.64452441729412	0.995766205222125	-0.00612104150969355	24
54462	normal	2.41066362494118	0.0409223118437499	-4.61096853952774	7
54463	normal	2.31392412323529	2.10394464809862e-05	-15.5365437246374	1
54464	normal	9.50412296347059	0.146114301135777	-2.77483070409755	29
54465	normal	5.60861557535294	0.10340955287613	-3.27355862828268	21
54466	normal	2.40064213552941	0.104492469194336	-3.25852912432748	7
54467	normal	7.71240438741176	0.339740610127894	-1.55749441706357	27
54468	normal	6.09720274011765	0.62598953372879	-0.675789558757904	22
54469	normal	5.28847828229412	0.920326366655344	-0.119782533653372	20
5447	normal	6.68741715782353	2.56343533492443	1.35807850485028	24
54470	normal	9.69453220552941	0.300318009933107	-1.73543709963907	29
54471	normal	7.14726339217647	0.444374768573326	-1.17015119149866	25
54472	normal	2.47670133158824	0.00854409796363876	-6.87085609610507	9
54474	normal	2.383285999	0.0485850744131957	-4.36334301127827	6
54475	normal	3.03074700329412	0.0572325094041941	-4.12702132540719	13
54476	normal	6.40532037205882	0.178154316300717	-2.4888006575559	23
54477	normal	2.44125962135294	0.0360090218961652	-4.79549777727004	8
54478	normal	3.00512822170588	0.320908733204232	-1.63976504325768	13
54480	normal	5.95803353129412	0.423890047721851	-1.23823800032942	22
54482	normal	3.66722688988235	1.03554811584156	0.0503945886847357	15
54487	normal	6.18495015923529	1.20884401308101	0.273628093988767	22
5449	normal	2.35771229029412	0.00769113977190521	-7.02258687354528	5
54491	normal	4.79016199364706	0.341461203413465	-1.55020642507656	18
54492	normal	6.12097022358824	1.64587148745307	0.71885169198535	22
54494	normal	6.03735673529412	0.393245186383542	-1.34649898880927	22
54495	normal	8.86318010052941	0.797972037350414	-0.325589902678723	29
54496	normal	5.63316270370588	0.570037202526643	-0.810872017453396	21
54497	normal	2.411947652	0.0250967610571803	-5.31635500521074	7
54498	normal	3.55955844041177	0.240860839068862	-2.05372824624154	15
54499	normal	7.37300565823529	0.555123567815701	-0.849119150753702	26
545	normal	5.62650508264706	1.20486023633897	0.268865803687506	21
5450	normal	4.32953931841177	5.574741600442	2.47890493500594	17
54502	normal	4.59534888523529	0.339531120738713	-1.55838427983494	18
54503	normal	4.76281708064706	0.488763339065724	-1.0327920186743	18
54504	normal	6.36955117152941	1.75103086818278	0.808204516656497	23
54505	normal	8.11836167329412	0.395341534982457	-1.3388285607636	27
54507	normal	2.78689310694118	0.165936710318004	-2.59129500464597	12
54508	normal	3.85932561070588	0.0981752441646744	-3.34849690885426	16
54509	normal	3.70318557047059	0.499090767131498	-1.00262587976126	15
5451	normal	5.52300243735294	0.117819783746738	-3.08534628477788	20
54510	normal	9.23691085747059	3.32474638074153	1.73324429273359	29
54511	normal	2.38180557529412	0.0181001575394489	-5.78785393553848	6
54512	normal	7.22742162476471	0.340704806271136	-1.55340579542896	25
54514	normal	2.312811642	0	-26.5754247590989	1
54516	normal	2.46868686	0.121876975541482	-3.03650249074675	9
54517	normal	5.32458095329412	0.850007537905269	-0.234452459695457	20
54518	normal	10.1865306789412	1.94827098343496	0.962194354662715	30
5452	normal	4.95095679	1.20042770014619	0.263548514953924	19
54520	normal	4.69247966570588	0.285817840752069	-1.80683212260614	18
54521	normal	7.38854331235294	0.38844724216694	-1.36420942581075	26
54522	normal	5.09833396570588	0.897065652417906	-0.156714521167904	19
54529	normal	8.38659881405882	0.503382073214018	-0.990274255714163	28
5453	normal	2.62362970394118	0.0493436912563717	-4.34099054632822	11
