gsm_id	tissue_group	processing_run_proxy	sample_median	sample_iqr	sample_mad	q01	q99	dynamic_range	sample_median_robust_z	sample_iqr_robust_z	sample_mad_robust_z	q01_robust_z	q99_robust_z	dynamic_range_robust_z	median_pearson_correlation	correlation_connectivity	median_correlation_robust_z	connectivity_robust_z	robust_pca_distance	robust_pca_cutoff	pca_distance_method	distribution_flag	correlation_flag	pca_flag	raw_evidence_flag	independent_signal_count	candidate_exclusion_review
GSM1045227	cancer	2004-12-08	2.787746621	3.23145216	0.704138599865401	2.312811642	11.5518649744	13.156147978	-0.0927389818844238	-0.347224410782048	-0.0927389818844238	0	0.55280351456968	0.509511387063623	0.905595319802839	107.382832276182	-0.169635561801521	-0.263459245248247	3.25733490507181	20.5150056524329	MASS_cov.rob_mve	FALSE	FALSE	FALSE	FALSE	0	FALSE
GSM1045228	cancer	2004-12-20	2.809401584	3.274112326	0.736244248009201	2.312811642	11.2296397102	13.234025978	0.353704739536185	-0.0640812746796524	0.353704739536184	0	-0.875001336348157	0.992153224610239	0.922337976244421	109.234000935136	0.636015030893778	0.462720656054544	1.77361561744216	20.5150056524329	MASS_cov.rob_mve	FALSE	FALSE	FALSE	FALSE	0	FALSE
GSM1045229	cancer	2004-12-08	2.810575578	3.328883537	0.7379848115136	2.312811642	11.4479033154	13.649719478	0.377908071136675	0.299445028773217	0.377908071136675	0	0.0921414327239205	3.56837596654228	0.923137560966189	110.187048198839	0.674490759476595	0.836583817871601	2.72764655664676	20.5150056524329	MASS_cov.rob_mve	TRUE	FALSE	FALSE	FALSE	1	FALSE
GSM1045230	cancer	2004-12-10	2.749312243	3.468248478	0.6471557910426	2.312811642	11.7071968786	13.385576898	-0.885111000474641	1.22443501726659	-0.88511100047464	0	1.24109109149106	1.93137629801582	0.924796053170348	109.682196735534	0.754296806499275	0.638539742296935	3.47071190664812	20.5150056524329	MASS_cov.rob_mve	FALSE	FALSE	FALSE	FALSE	0	FALSE
GSM1045231	cancer	2004-12-15	2.751007518	3.4558366095	0.649669205757601	2.312811642	11.586507066	13.225004818	-0.850160819316102	1.142055230653	-0.850160819316101	0	0.706305278483876	0.936245404183394	0.91152384157968	108.423163831918	0.115642769028739	0.144643961778385	8.20878497141415	20.5150056524329	MASS_cov.rob_mve	FALSE	FALSE	FALSE	FALSE	0	FALSE
GSM1045232	cancer	2004-12-20	2.834034545	3.115888927	0.772765075987801	2.312811642	11.472939271	13.142912758	0.861543555905841	-1.11423821494192	0.86154355590584	0	0.203077671512645	0.427487312214065	0.916884106772489	108.655214576136	0.373576797876462	0.23567326141482	2.90976792737024	20.5150056524329	MASS_cov.rob_mve	FALSE	FALSE	FALSE	FALSE	0	FALSE
GSM1045233	cancer	2004-12-14	2.819811587	3.212286213	0.751678118457	2.312811642	11.2292401298	13.060513568	0.568319767016006	-0.474432221927276	0.568319767016005	0	-0.876771907736624	-0.0831741900581034	0.928668243524327	110.293366228904	0.940625210513125	0.878290453409913	0.71615972408506	20.5150056524329	MASS_cov.rob_mve	FALSE	FALSE	FALSE	FALSE	0	FALSE
GSM1045234	cancer	2004-12-14	2.748353654	3.385492014	0.645734586991201	2.312811642	11.6894100034	12.898016248	-0.904873492817515	0.675165594599439	-0.904873492817514	0	1.16227608374705	-1.0902365840744	0.905270716949111	107.650003461631	-0.185255334112361	-0.15865283328679	3.15531730222365	20.5150056524329	MASS_cov.rob_mve	FALSE	FALSE	FALSE	FALSE	0	FALSE
GSM1045235	cancer	2004-12-08	2.747118803	3.481345877	0.643903796898601	2.312811642	11.6161864728	13.088766028	-0.930331466393362	1.31136479216818	-0.93033146639336	0	0.837817005556581	0.0919178668721187	0.927959509522537	110.038716833893	0.906521185826404	0.778396112804653	2.76958269599256	20.5150056524329	MASS_cov.rob_mve	FALSE	FALSE	FALSE	FALSE	0	FALSE
GSM1045236	cancer	2004-12-09	2.787148173	3.454300251	0.7032513408606	2.312811642	11.4207841736	12.936570058	-0.105076724146872	1.13185814506576	-0.105076724146872	0	-0.0280255638363806	-0.851302845369968	0.919283466612702	110.220040926383	0.489033128483328	0.849526266694763	5.08374667930112	20.5150056524329	MASS_cov.rob_mve	FALSE	FALSE	FALSE	FALSE	0	FALSE
GSM1045237	cancer	2004-12-09	2.767912929	3.330203363	0.6747331681062	2.312811642	11.5827572846	12.929348238	-0.501634959494278	0.30820494950934	-0.501634959494278	0	0.689689709601983	-0.896059419437494	0.919858958672972	109.651608569095	0.516725598974225	0.626540559197946	2.39231345013565	20.5150056524329	MASS_cov.rob_mve	FALSE	FALSE	FALSE	FALSE	0	FALSE
GSM1045238	cancer	2004-12-09	2.798729238	3.184758025	0.7204214278296	2.312811642	11.595322751	13.023837478	0.133681188143904	-0.657141719155592	0.133681188143903	0	0.745368254623911	-0.310470929466218	0.906052589330369	107.690293645029	-0.147631916970032	-0.14284772484244	4.42962445610295	20.5150056524329	MASS_cov.rob_mve	FALSE	FALSE	FALSE	FALSE	0	FALSE
GSM1045239	cancer	2004-11-26	2.753660933	3.380540347	0.6536031588366	2.312811642	11.4762159832	12.929913418	-0.795457402502453	0.642300496903504	-0.795457402502453	0	0.217597034498791	-0.892556767677767	0.92396164666105	110.461692301012	0.714145466052761	0.944321719572163	3.74944603102975	20.5150056524329	MASS_cov.rob_mve	FALSE	FALSE	FALSE	FALSE	0	FALSE
GSM1045240	cancer	2004-12-21	2.876008957	3.18868618	0.834996339219	2.312811642	11.086690099	12.934024948	1.72689773350114	-0.631069853289049	1.72689773350114	0	-1.50842202362703	-0.867075933625431	0.916687905108063	109.753174326143	0.364135644509667	0.666382964195642	4.23306180134361	20.5150056524329	MASS_cov.rob_mve	FALSE	FALSE	FALSE	FALSE	0	FALSE
GSM1045241	cancer	2004-12-07	2.855752133	3.1678553715	0.804963571956601	2.312811642	11.3615129086	13.250392768	1.30927836879837	-0.76932764736886	1.30927836879837	0	-0.290661083422799	1.09358492034382	0.922919351213079	109.685585178786	0.663990584815671	0.639868967148578	4.05049410999642	20.5150056524329	MASS_cov.rob_mve	FALSE	FALSE	FALSE	FALSE	0	FALSE
GSM1045242	cancer	2004-12-21	2.868205797	3.1371237375	0.823427374203	2.312811642	11.3021874892	12.952332918	1.56602598372072	-0.973298987478297	1.56602598372071	0	-0.553536565307671	-0.753613951004557	0.90153562248415	107.129947055916	-0.364986733366025	-0.362661532087825	2.90713604056155	20.5150056524329	MASS_cov.rob_mve	FALSE	FALSE	FALSE	FALSE	0	FALSE
GSM1045243	cancer	2004-12-21	2.988164541	2.9013449035	1.0012782080574	2.312811642	10.7499389532	12.955155108	4.03912317110922	-2.53820519260947	4.03912317110922	0	-3.00059216962438	-0.736123684594202	0.908268117629103	108.580545855531	-0.0410214938728415	0.206382076142797	5.31662347351254	20.5150056524329	MASS_cov.rob_mve	TRUE	FALSE	FALSE	FALSE	1	FALSE
GSM1045244	cancer	2004-12-21	2.919135096	3.112450695	0.898935152900401	2.312811642	11.1587830018	13.174439118	2.61599618107931	-1.13705837441171	2.6159961810793	0	-1.18897284390444	0.622869067286827	0.916978008406424	108.794510449403	0.378095310652388	0.290316506919257	5.99206421195213	20.5150056524329	MASS_cov.rob_mve	FALSE	FALSE	FALSE	FALSE	0	FALSE
GSM1045245	cancer	2004-12-14	2.806522984	3.284496656	0.7319764356492	2.312811642	11.447134959	13.187673718	0.294358856724864	0.00484137701659656	0.294358856724863	0	0.0887367866050708	0.704889299742652	0.908787188212626	108.161856819221	-0.0160440045045549	0.0421379584641744	0.765704407435856	20.5150056524329	MASS_cov.rob_mve	FALSE	FALSE	FALSE	FALSE	0	FALSE
GSM1045246	cancer	2004-12-03	2.792244969	3.262082421	0.7108078506102	2.312811642	11.4116865792	12.992011828	0	-0.143925901367549	0	0	-0.0683377021419532	-0.507707507153312	0.927920213745764	110.080913366108	0.904630287213119	0.794949047325517	0.774751363661688	20.5150056524329	MASS_cov.rob_mve	FALSE	FALSE	FALSE	FALSE	0	FALSE
