probe_id	entrez_count	mapped_entrez_ids	probe_variance	pooled_median_expression	is_constant	is_affx_control	suffix_class	mapping_status	primary_eligible	many_probes_per_gene
1007_s_at	1	780	1.7381030732996	7.255680267	FALSE	FALSE	s_at	primary_eligible	TRUE	FALSE
1053_at	1	5982	0.607154527601121	5.572706568	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
117_at	1	3310	0.54456768654246	4.207913454	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
121_at	1	7849	0.125806649743663	3.57470571	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1255_g_at	1	2978	0.000450546971114829	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1294_at	1	7318	0.969586096427011	5.823408274	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1316_at	1	7067	1.06049349457555	6.218358714	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1320_at	1	11099	0.0244522073541429	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1405_i_at	1	6352	3.94122476854583	6.829187363	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1431_at	1	1571	0.0459290073077724	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1438_at	1	2049	0.7309277841598	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1487_at	1	2101	0.469895516420611	5.711534444	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1494_f_at	1	1548	3.84130286965528	2.47588647	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552256_a_at	1	949	1.12821285005461	7.598542367	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552257_a_at	1	23170	1.36692449961477	7.080898853	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552258_at	0	NA	0.0825001990942229	2.319713987	FALSE	FALSE	at	unmapped	FALSE	FALSE
1552261_at	1	10406	0.202370306506173	2.417580747	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552263_at	1	5594	0.831924321975396	4.973481832	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552264_a_at	1	5594	0.254889518591253	3.285342522	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552266_at	1	203102	0.236279117643645	2.397712788	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552269_at	1	128153	0.377516988331535	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552271_at	1	163154	0.0419107573905152	2.396091801	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552272_a_at	1	163154	0.13606875048183	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552274_at	1	54899	0.242636561412324	3.19527991	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552275_s_at	1	54899	0.518658167109159	3.183739179	FALSE	FALSE	s_at	primary_eligible	TRUE	TRUE
1552276_a_at	1	57617	0.0146983553599047	2.315718712	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552277_a_at	1	91283	0.815283550368084	4.221623747	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552278_a_at	1	113235	0.229242142372446	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552279_a_at	1	113235	0.268943587584854	3.067798779	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552280_at	1	91937	0.162399446580624	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552281_at	1	283375	0.123529537679546	3.617608199	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552283_s_at	2	653082;79844	1.33817571948735	4.632119597	FALSE	FALSE	s_at	one_to_many	FALSE	FALSE
1552286_at	1	90423	0.640728941287295	5.398896795	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552287_s_at	1	172	0.962447921172889	5.783180102	FALSE	FALSE	s_at	primary_eligible	TRUE	TRUE
1552288_at	1	148113	0.0391658879633288	2.340484935	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552289_a_at	1	148113	0.238047860308801	2.644140265	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552291_at	1	54965	0.604681547474559	8.072803885	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552293_at	1	256130	0.0495515507090755	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552295_a_at	1	91252	0.0694874436488307	3.740860283	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552296_at	1	266675	0.12718309615778	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552299_at	1	221264	0.21720067086167	2.363501926	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552301_a_at	1	84940	2.60280448361097	3.174537454	FALSE	FALSE	a_at	primary_eligible	TRUE	FALSE
1552302_at	1	113277	1.26997873806908	7.19227345	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552303_a_at	1	113277	0.271649352161109	4.534770891	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552304_at	1	84920	0.108270717458619	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552306_at	1	84920	0.210509355234613	2.978496321	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552307_a_at	1	125488	0.620866645810866	4.253718485	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552309_a_at	1	91624	1.37442368077841	3.785158665	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552310_at	1	123207	1.1201147759788	5.91596546	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552311_a_at	1	84839	0.191963084191425	4.016972197	FALSE	FALSE	a_at	primary_eligible	TRUE	FALSE
1552312_a_at	1	4238	0.141404267787319	2.448700704	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552314_a_at	1	2140	0.0443077223082581	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552315_at	1	170575	0.503910122923783	3.693723669	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552316_a_at	1	170575	2.21286835206279	6.497837055	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552318_at	1	170575	0.424668352881069	2.470202571	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552319_a_at	1	11202	0.060489838240327	2.96500839	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552320_a_at	1	85478	0.112345561076023	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552321_a_at	1	85478	0.00919961045487967	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552322_at	1	159091	0.00978651658488913	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552323_s_at	1	159091	0.0251550605744661	2.312811642	FALSE	FALSE	s_at	primary_eligible	TRUE	TRUE
1552325_at	1	220136	0.0629199063943512	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552326_a_at	1	220136	0.671027755937865	2.710611802	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552327_at	1	100131755	0.308465986390733	2.335751152	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552329_at	1	5930	0.569650281415767	4.368226145	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552330_at	1	92806	0.828329950941015	3.483841715	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552332_at	1	11078	0.0780401954479696	4.488807887	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552334_at	1	11078	0.203393788123277	2.924640504	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552335_at	1	117144	0.00387479770459891	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552337_s_at	1	3233	0.0275958573328875	2.312811642	FALSE	FALSE	s_at	primary_eligible	TRUE	TRUE
1552338_at	1	145258	0.0418523330384726	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552340_at	1	121340	0.016212216751443	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552343_s_at	1	5150	0.906251831968039	4.93658176	FALSE	FALSE	s_at	primary_eligible	TRUE	TRUE
1552344_s_at	1	29883	0.117129680077504	2.379989829	FALSE	FALSE	s_at	primary_eligible	TRUE	TRUE
1552347_at	1	9946	0.485644150623632	5.882983255	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552348_at	1	260429	1.53664605913185	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552349_a_at	1	260429	1.06464822757425	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552354_at	1	255057	0.0210136794265813	2.322121555	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552355_s_at	1	255057	0.0232180048189946	2.312811642	FALSE	FALSE	s_at	primary_eligible	TRUE	TRUE
1552359_at	1	157777	0.00720459230449278	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552360_a_at	1	114609	0.0901244006299019	2.84561206	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552362_a_at	1	116842	0.905053859730203	3.894916216	FALSE	FALSE	a_at	primary_eligible	TRUE	FALSE
1552364_s_at	1	124540	0.80872069507834	2.993209678	FALSE	FALSE	s_at	primary_eligible	TRUE	TRUE
1552365_at	1	85477	3.07649668891231	3.177048006	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552367_a_at	1	85477	0.49158444969905	2.323435839	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552368_at	1	140690	0.0504742493661641	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552370_at	1	132321	0.265999432716757	2.730471117	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552372_at	1	132321	0.017720205151206	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552373_s_at	1	132321	0.0280307866558546	2.312811642	FALSE	FALSE	s_at	primary_eligible	TRUE	TRUE
1552375_at	1	84449	0.104733238587918	2.31738379	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552377_s_at	1	201158	0.118158544666116	2.702030592	FALSE	FALSE	s_at	primary_eligible	TRUE	FALSE
1552378_s_at	1	157506	1.27907906260051	2.888326729	FALSE	FALSE	s_at	primary_eligible	TRUE	TRUE
1552379_at	1	157506	0.00381900549962739	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552381_at	1	135295	0.0532211578263862	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552383_at	1	149647	0.31047861370974	4.857525217	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552384_a_at	1	149647	0.017219357808015	2.36377037	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552386_at	1	202309	0.271899538923228	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552388_at	1	80274	0.72689626703103	2.356276959	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552389_at	1	203111	0.163266858098098	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552390_a_at	1	203111	0.444327056796144	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552391_at	1	164127	0.0293912464648303	2.473467042	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552393_at	1	150350	0.0232876679488297	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552394_a_at	1	150350	0.0192707294536506	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552395_at	1	81629	0.00223084899094971	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552396_at	1	140870	0.0473777841187001	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552398_a_at	1	160364	0.724673126796146	2.327698819	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552399_a_at	1	2972	0.00676459909823356	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552400_a_at	1	123591	0.125509819306951	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	FALSE
1552401_a_at	2	100379661;571	0.430500958728518	2.322068101	FALSE	FALSE	a_at	one_to_many	FALSE	FALSE
1552402_at	1	163688	0.063955565825293	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552405_at	1	126206	0.201166082723748	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552408_at	1	146852	0.00110361229411987	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552409_a_at	1	146852	0.0687138822844167	2.569474438	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552410_at	1	165530	0.324778356918223	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552411_at	2	245909;503841	0	2.312811642	TRUE	FALSE	at	constant	FALSE	FALSE
1552412_a_at	2	245909;503841	0.00477428311614209	2.312811642	FALSE	FALSE	a_at	one_to_many	FALSE	FALSE
1552414_at	1	259240	0.134061882711307	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552415_a_at	1	259240	0.00184176323853437	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552417_a_at	1	121441	0.367658224064969	2.381321501	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552418_at	1	254173	0.00204849596847145	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552419_s_at	1	254173	0.127895390313383	2.32901945	FALSE	FALSE	s_at	primary_eligible	TRUE	TRUE
1552421_a_at	1	125972	0.0345696768802231	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	FALSE
1552422_at	1	220979	0.254223566493324	2.923444459	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552423_at	1	2117	0.159772895717884	2.508381069	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552424_at	1	317719	0.00172233734353241	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552425_a_at	1	317719	0.0888239869358193	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552426_a_at	1	80213	0.717780262429738	9.015917119	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552427_at	1	220992	0.266475945787271	3.839062304	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552430_at	1	116966	0.0759643608533243	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552432_at	1	162387	0.0520342275344504	2.381873658	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552436_a_at	1	64072	8.13538918197104e-06	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552438_a_at	1	150709	0.021169021433752	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552439_s_at	1	84465	0.00613016500330051	2.312811642	FALSE	FALSE	s_at	primary_eligible	TRUE	TRUE
1552440_at	1	11318	0.100381888976606	2.312817795	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552445_a_at	1	80712	0.0858784127522523	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	FALSE
1552448_a_at	1	83656	0.00118007646785634	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	FALSE
1552449_a_at	2	147199;653486	0.0218493342030665	2.312811642	FALSE	FALSE	a_at	one_to_many	FALSE	FALSE
1552450_a_at	1	285126	0.0023915512811496	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	FALSE
1552452_at	1	126248	0.00267328771290646	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552453_a_at	1	126248	0.000142364369022949	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552455_at	1	158471	0.2436546885567	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552456_a_at	1	125997	0.000988717088963323	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	FALSE
1552457_a_at	1	92949	0.0530604455924789	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552458_at	1	85509	0.0198282315638833	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552459_a_at	1	85509	0.117934543198711	2.313642475	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552461_at	1	169966	0.000311086607865829	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552463_at	1	89778	0.0130401680994608	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552466_x_at	1	118421	0.0282433305693929	2.312811642	FALSE	FALSE	x_at	cross_hybridizing_x_at	FALSE	FALSE
1552467_at	1	259234	0.0631674120368395	2.327115569	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552468_a_at	1	259234	0.0108487950485645	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552470_a_at	1	83451	0.0105306173110475	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552472_a_at	1	23527	0.447252961589024	3.032421	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552473_at	1	2593	0.236472801837479	5.70073827	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552474_a_at	1	2593	1.2710899353185	4.384646992	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552476_s_at	1	113026	0.0395550652799745	2.399882357	FALSE	FALSE	s_at	primary_eligible	TRUE	FALSE
1552477_a_at	1	3664	2.14685901652432	4.806146695	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552478_a_at	1	3664	0.0333715416345469	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552480_s_at	1	5788	0.301206109636074	2.312811642	FALSE	FALSE	s_at	primary_eligible	TRUE	TRUE
1552481_s_at	1	10905	0.417866008435815	2.524048746	FALSE	FALSE	s_at	primary_eligible	TRUE	TRUE
1552482_at	1	65059	1.36069892989799	4.906028426	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552484_at	1	140775	0.0699392526833152	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552485_at	1	114294	0.680333821144044	2.804750792	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552486_s_at	1	114294	0.380163091557314	2.42909672	FALSE	FALSE	s_at	primary_eligible	TRUE	TRUE
1552487_a_at	1	646	0.261705102031508	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552489_s_at	1	58538	0.00251879885922072	2.312811642	FALSE	FALSE	s_at	primary_eligible	TRUE	TRUE
1552490_at	1	246269	0.0363689623994849	2.316433191	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552491_at	1	91734	0.00410824225898482	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552493_s_at	1	1584	0.00143111624655255	2.312811642	FALSE	FALSE	s_at	primary_eligible	TRUE	TRUE
1552494_at	1	129685	0.0123643264685017	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552496_a_at	1	23242	0.587172764242224	2.449734873	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552497_a_at	1	114836	0.164204159582194	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	FALSE
1552498_at	1	7579	0.0568812454549597	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552499_a_at	1	7579	0.03232737000713	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552501_a_at	1	151306	0.247196704126337	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	FALSE
1552502_s_at	1	54933	0.158533201615952	2.341401742	FALSE	FALSE	s_at	primary_eligible	TRUE	TRUE
1552503_at	1	80144	0.00593343139666167	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552504_a_at	1	84446	0.0404628468739394	2.370835438	FALSE	FALSE	a_at	primary_eligible	TRUE	FALSE
1552506_at	1	286204	0	2.312811642	TRUE	FALSE	at	constant	FALSE	FALSE
1552507_at	1	23704	5.18224729423109	4.876166104	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552508_at	1	23704	2.88556189686487	2.44005341	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552509_a_at	1	146894	4.16155440923791	2.342784592	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552510_at	1	142680	0.00742209391853889	2.340143616	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552511_a_at	1	57094	1.20584365304824	2.313403897	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552514_at	1	164684	0.0615727326359792	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552515_at	1	204851	0.00681113243635141	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552516_a_at	1	204851	0.0144825785650799	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552518_s_at	1	27085	0.0248702864950292	2.312811642	FALSE	FALSE	s_at	primary_eligible	TRUE	TRUE
1552519_at	1	130399	5.59720218884255	2.313118964	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552520_at	1	157753	0.0661118347866936	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552521_a_at	1	157753	0.0361432515064768	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552522_at	1	201798	0.201967040230353	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552523_a_at	1	201798	0.064055354296208	2.330276992	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552524_at	1	116969	0.0621291866191702	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552526_at	1	196472	0.0155948994513672	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552528_at	1	84536	0.0034565048366246	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552531_a_at	1	204801	0.00859954292912841	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	FALSE
1552532_a_at	1	245973	0.168245836763794	2.384067243	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552535_at	1	149461	0.0211742302698077	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552536_at	1	143187	1.46502771605025	6.024581668	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552538_a_at	1	221458	0.0128904417320986	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552540_s_at	1	115811	0.266920949634039	2.746812079	FALSE	FALSE	s_at	primary_eligible	TRUE	FALSE
1552541_at	1	117289	0.0508973104803659	2.332950493	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552542_s_at	1	117289	0.0156802837796915	2.312811642	FALSE	FALSE	s_at	primary_eligible	TRUE	TRUE
1552543_a_at	1	85439	0.0131027750565319	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552544_at	1	145264	0.0400246798479492	2.313785021	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552546_a_at	1	137994	0.142532713390156	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552548_at	1	7809	0.0119703039980691	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552549_a_at	1	7809	0.0320849503710858	2.319376056	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552552_s_at	1	170482	0.288218516271206	2.312811642	FALSE	FALSE	s_at	primary_eligible	TRUE	TRUE
1552553_a_at	1	58484	0.648312215049352	2.366769364	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552554_a_at	1	58484	0.001243274079113	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552555_at	1	146547	0.0512634804651469	2.533550737	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552557_a_at	1	158866	0.202956070912352	2.321903657	FALSE	FALSE	a_at	primary_eligible	TRUE	FALSE
1552558_a_at	1	10743	0.0926753803089788	2.370578422	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552559_a_at	1	65061	0.0460182078726241	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552562_at	1	148268	0.0429675140719657	2.314335222	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552563_a_at	0	NA	0.209684949768874	2.373512554	FALSE	FALSE	a_at	unmapped	FALSE	FALSE
1552564_at	1	119369	0.0160271029963264	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552566_at	1	118663	0.000206229360741364	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552568_at	1	83597	0.00607068074087777	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552569_a_at	1	83597	0.00894528278561618	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552570_at	1	54084	0.0794204639141275	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552572_a_at	1	145282	0.0980302435128953	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552573_s_at	1	145282	0.110430492988438	2.312811642	FALSE	FALSE	s_at	primary_eligible	TRUE	TRUE
1552575_a_at	1	135398	2.24297272486067	2.635681038	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552576_at	1	200420	0.229542524025437	3.418285574	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552578_a_at	1	140469	0.46434439640683	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552579_a_at	1	8747	0.0353347669352769	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552580_at	1	205860	0.04353070540893	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552582_at	1	150000	3.85658249663844	2.508976671	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552583_s_at	1	150000	0.210000545014331	2.312811642	FALSE	FALSE	s_at	primary_eligible	TRUE	TRUE
1552584_at	1	3594	0.753734150155139	2.685959426	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552585_s_at	1	11036	0.0196764679074848	2.312811642	FALSE	FALSE	s_at	primary_eligible	TRUE	FALSE
1552586_at	1	162514	0.0671194633201964	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552587_at	1	168975	0.132953237761767	2.313427098	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552588_a_at	1	168975	0.0184253819047033	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552590_a_at	1	94160	0.00355534295718414	2.312811642	FALSE	FALSE	a_at	primary_eligible	TRUE	TRUE
1552592_at	1	118856	0.0253377049393185	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552594_at	1	147744	0.0517943074638054	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552596_at	1	246176	0.0352019701292892	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552598_at	1	93107	0.0214017093098761	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552599_at	1	222659	0.000188714397879199	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552602_at	1	27091	0.0422970026241315	2.322292766	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552604_at	1	54143	0.00362305884298178	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	TRUE
1552605_s_at	1	54143	0.0422779831540878	2.312811642	FALSE	FALSE	s_at	primary_eligible	TRUE	TRUE
1552607_at	2	100132967;286967	0.0549419774930759	2.37276743	FALSE	FALSE	at	one_to_many	FALSE	FALSE
1552608_at	1	259239	0.00819075421396176	2.312811642	FALSE	FALSE	at	primary_eligible	TRUE	FALSE
1552609_s_at	2	282616;282617	0.00124583056137305	2.312811642	FALSE	FALSE	s_at	one_to_many	FALSE	FALSE
