entrez_id	moderated_t	rank
90133	1.91268299292287	3682
55316	1.91250698000582	3683
4935	1.91181360285229	3684
25759	1.91136445277772	3685
9829	1.91123115687379	3686
51014	1.91060922062497	3687
100507099	1.90991163874954	3688
58493	1.90923581463027	3689
54753	1.90884726606173	3690
642475	1.90779310125047	3691
566	1.90754218256603	3692
672	1.90726829309824	3693
3608	1.90625483104686	3694
140731	1.90613363429809	3695
63892	1.90604371368438	3696
375791	1.90456675843158	3697
387036	1.90447719257785	3698
91107	1.90361979495133	3699
5241	1.90357092981736	3700
80007	1.9029142483991	3701
54868	1.90269904064262	3702
6650	1.90244783323281	3703
84068	1.90195192890062	3704
284266	1.90191877406333	3705
7739	1.90094902190304	3706
90121	1.90089839629277	3707
84299	1.90069723234966	3708
100131801	1.90055850271531	3709
56987	1.90047083070002	3710
100316868	1.90011501181122	3711
101927129	1.90009200025391	3712
8446	1.89994591184241	3713
26003	1.89958195029872	3714
201255	1.89955725781719	3715
7126	1.89939671230908	3716
91749	1.8988871429171	3717
25880	1.89826908606872	3718
54980	1.89791261785677	3719
115572	1.89773093153964	3720
8795	1.89769933282165	3721
152518	1.89765994390922	3722
2588	1.89693171840118	3723
9708	1.89665224897734	3724
79058	1.89648783231565	3725
79728	1.89630779337363	3726
863	1.89619951770078	3727
90957	1.89508795018883	3728
5774	1.8948924294766	3729
4665	1.89465729155712	3730
1428	1.89412749835586	3731
8833	1.89355203435929	3732
2956	1.8926469319579	3733
7468	1.89264081672028	3734
221079	1.89230617387373	3735
643529	1.89226174669844	3736
51134	1.89090871698859	3737
252983	1.89028102702394	3738
64332	1.89024303519986	3739
79693	1.88954705857501	3740
10620	1.8891397859872	3741
8976	1.88804828094296	3742
57465	1.88774654796216	3743
4361	1.88607759193441	3744
766	1.88486229950804	3745
11322	1.88415678049867	3746
954	1.88376786032276	3747
84876	1.88241779119218	3748
9546	1.88226061202467	3749
79968	1.88186769916348	3750
83743	1.88161483998432	3751
9520	1.8810800964471	3752
4763	1.88055085958146	3753
6373	1.88039327146489	3754
2342	1.88037148092967	3755
1314	1.87997392386187	3756
5575	1.87957492314116	3757
9567	1.87771339723525	3758
1241	1.87723601723582	3759
54829	1.87715679607201	3760
7430	1.87695592423576	3761
65124	1.8765281565242	3762
55181	1.87536419742687	3763
267	1.87523604412705	3764
79872	1.87502718437318	3765
23348	1.87496416946791	3766
28952	1.87491119920991	3767
5371	1.87472020743781	3768
84717	1.87468677873675	3769
79139	1.87456646225588	3770
54	1.87437749090357	3771
10131	1.87407589965556	3772
11276	1.87406692625119	3773
2115	1.87389085342778	3774
51222	1.87336616837153	3775
84080	1.8729218529201	3776
121642	1.87266977601023	3777
6430	1.87247350394134	3778
27125	1.87229113907155	3779
55760	1.87198564930051	3780
1317	1.8719380189997	3781
161145	1.86977289729095	3782
1479	1.86953740119437	3783
11183	1.8692398919059	3784
3157	1.86877320031263	3785
116983	1.86846927683874	3786
54432	1.86838247283044	3787
58500	1.86826626450312	3788
283358	1.86731994566314	3789
261734	1.86701027143355	3790
1973	1.8666716662927	3791
258010	1.86663390410792	3792
79989	1.86579015142195	3793
84222	1.86559482794639	3794
54465	1.86544461752244	3795
51586	1.86506842311315	3796
285429	1.86448265932169	3797
102723757	1.86233692377619	3798
6416	1.86233616787017	3799
85409	1.86158678232185	3800
64100	1.86145845214695	3801
440061	1.86133328339409	3802
4076	1.86127453246904	3803
100506409	1.86103728950235	3804
728215	1.86025133477971	3805
201181	1.86000582738196	3806
8857	1.859646172597	3807
221927	1.85958735328433	3808
9918	1.85934600621979	3809
27107	1.85831163118266	3810
57187	1.85763191877698	3811
100506679	1.8566498052221	3812
811	1.85647573655305	3813
441024	1.85620357059927	3814
51341	1.85540701101744	3815
222235	1.85537686860087	3816
51768	1.85519060539892	3817
285761	1.85491849698047	3818
23310	1.85384916676406	3819
5599	1.85365785351906	3820
57479	1.85339851211097	3821
5639	1.85254060453933	3822
1733	1.85216412554102	3823
23421	1.85104349060159	3824
64599	1.8507785254604	3825
23367	1.85012952886109	3826
149499	1.85004409850622	3827
84168	1.8487362471478	3828
199953	1.84867464687408	3829
7486	1.84851844696552	3830
80895	1.84823967240436	3831
388951	1.84821775254408	3832
50626	1.84729634256242	3833
51124	1.84719092337109	3834
100506492	1.84687795348503	3835
65999	1.84686636299967	3836
1499	1.84662698921311	3837
729993	1.84603502664033	3838
100507458	1.84587973119444	3839
80028	1.84582942979549	3840
51523	1.84572042928971	3841
90060	1.84497288996993	3842
64218	1.84482783412872	3843
55351	1.84405132567695	3844
168451	1.84355972519788	3845
84166	1.84336652203201	3846
101928595	1.84311644399222	3847
5099	1.84305503630693	3848
100505741	1.84255965907438	3849
9693	1.84244491830451	3850
5786	1.84163264197878	3851
222663	1.84114332271304	3852
3927	1.84071104198224	3853
29095	1.84029341422946	3854
23043	1.83997773816173	3855
1469	1.83966093204362	3856
100190939	1.83942414174321	3857
51645	1.8382093047364	3858
55094	1.83713313831722	3859
11266	1.83680792891067	3860
11057	1.83671828702702	3861
7753	1.83670105309943	3862
64319	1.8366476472771	3863
11169	1.83585688382856	3864
1235	1.83571350971451	3865
11196	1.8354425463021	3866
158067	1.83436390198766	3867
51504	1.83318207856921	3868
9453	1.83237545278754	3869
60488	1.83189028073648	3870
3340	1.83164876861281	3871
55640	1.83088329689669	3872
9963	1.83053256497521	3873
148418	1.83011971659332	3874
23352	1.8298308216708	3875
10815	1.82949088143043	3876
9025	1.82771798138769	3877
2899	1.82738764346308	3878
63898	1.82665700477836	3879
400798	1.82644300807613	3880
1213	1.82548503639517	3881
5947	1.82533946025146	3882
27074	1.82516238237603	3883
23135	1.82486896150722	3884
84619	1.82436684076442	3885
54809	1.8239567995303	3886
55818	1.82317464151288	3887
79813	1.82301129000597	3888
10868	1.82265254073691	3889
57446	1.82127694630223	3890
51012	1.82071741649269	3891
644186	1.81892735564327	3892
29799	1.81881954874255	3893
9854	1.81753858753408	3894
5558	1.81731863209432	3895
5932	1.81635425239903	3896
342909	1.81540998892664	3897
282973	1.81523701175494	3898
3305	1.81501194195592	3899
64419	1.81437316601758	3900
6944	1.81429865210564	3901
51760	1.81425846701448	3902
54540	1.81404620047577	3903
100507140	1.81391067392107	3904
10574	1.81374549938845	3905
146722	1.81366708266161	3906
118491	1.81274256914748	3907
2733	1.81229447287161	3908
400242	1.81217827698715	3909
221322	1.81198829204086	3910
143379	1.81191685984638	3911
688	1.81132172935951	3912
171019	1.81123580279436	3913
4668	1.80941585950008	3914
5933	1.80883052040116	3915
26147	1.80870568534111	3916
84901	1.80830692495382	3917
51380	1.80789082024718	3918
253769	1.80711132614722	3919
8445	1.80653983578677	3920
105377993	1.80644804476392	3921
439	1.80594749020523	3922
207	1.80488454318163	3923
1360	1.8040406030406	3924
4825	1.80341075009537	3925
56165	1.80200957176126	3926
100996485	1.80121028913547	3927
101927438	1.80062244850323	3928
6434	1.80012475969386	3929
50511	1.79835589552889	3930
55526	1.79789492122249	3931
375513	1.79699269316052	3932
3015	1.79650059595059	3933
79953	1.79636259158517	3934
93343	1.79627952095474	3935
84449	1.79621825880182	3936
92747	1.79599837473283	3937
7415	1.79585989450185	3938
2686	1.7952356715883	3939
80055	1.79424718614974	3940
5310	1.79365889118098	3941
113828	1.79326980889009	3942
27250	1.79309049675486	3943
7408	1.79264176472721	3944
27349	1.79100269891079	3945
101928333	1.78977416430386	3946
6999	1.78958735954621	3947
55720	1.78943452458886	3948
102723722	1.78927393429281	3949
840	1.78745586201111	3950
105378948	1.78678807585826	3951
367	1.78666738594544	3952
153129	1.78655805960185	3953
130612	1.78579174959626	3954
6838	1.78395177362533	3955
6257	1.78380327179069	3956
54914	1.78315842653929	3957
9143	1.78214717916942	3958
379025	1.781866392964	3959
79637	1.78183261005575	3960
7249	1.78096453827988	3961
1606	1.78069132932046	3962
10818	1.78006532666781	3963
7626	1.77998169638362	3964
55968	1.77952436692624	3965
3111	1.77949425502497	3966
493911	1.77895326747966	3967
51444	1.77887773624048	3968
6240	1.77873906554543	3969
740	1.77838783830977	3970
23658	1.7780419332241	3971
288	1.77787124993942	3972
100128098	1.77745230053326	3973
283554	1.776650390613	3974
1101	1.77655827319371	3975
79007	1.77653391272198	3976
59269	1.77633343387079	3977
90506	1.7760265735101	3978
6388	1.77485771257321	3979
91543	1.77481768404113	3980
4157	1.77442084283684	3981
3213	1.77429383432478	3982
3257	1.77402594089432	3983
51726	1.77375636061743	3984
8139	1.77373640920474	3985
27245	1.77303539565257	3986
346606	1.77251968447996	3987
92960	1.77233319444164	3988
6334	1.77232206997759	3989
64318	1.77105338742369	3990
699	1.77100830667666	3991
54879	1.7700583074721	3992
149951	1.76889346559146	3993
327	1.76845211636572	3994
7327	1.76844876083834	3995
283130	1.76749560927766	3996
493856	1.76745905776048	3997
91746	1.76634460377677	3998
9641	1.76618235776271	3999
26512	1.76429972941358	4000
165679	1.76414983756265	4001
7991	1.76393870219436	4002
51256	1.76358990348857	4003
64801	1.76304051407649	4004
7001	1.7628507279991	4005
55835	1.76193518752703	4006
11035	1.76169783295649	4007
148823	1.76111646307009	4008
54821	1.75929708921115	4009
54434	1.7587961017149	4010
85369	1.75861936921518	4011
339451	1.75845438799701	4012
90362	1.75837038577394	4013
55829	1.75821983930205	4014
8382	1.75804119569669	4015
2175	1.75695199463929	4016
3020	1.7564384349037	4017
50805	1.75610553345329	4018
79446	1.75600044839328	4019
59	1.75473236146019	4020
6787	1.75413441486302	4021
100506776	1.753831444211	4022
